EnsemblGeneID	EntrezGeneID
ENSGALG00000008739	420526
ENSGALG00000020716	
ENSGALG00000009434	
ENSGALG00000008747	396225
ENSGALG00000008684	395232
ENSGALG00000009441	421338
ENSGALG00000000225	395415
ENSGALG00000000223	421156
ENSGALG00000002000	
ENSGALG00000010120	424583
ENSGALG00000000217	421155
ENSGALG00000010124	424584
ENSGALG00000008703	424958
ENSGALG00000010126	771694
ENSGALG00000001981	
ENSGALG00000008764	420528
ENSGALG00000010129	424586
ENSGALG00000008744	
ENSGALG00000009444	421339
ENSGALG00000009450	421340
ENSGALG00000008791	420529
ENSGALG00000019663	420531
ENSGALG00000027554	
ENSGALG00000009453	428563
ENSGALG00000008820	420532
ENSGALG00000008813	420533
ENSGALG00000009483	421342
ENSGALG00000009503	421343
ENSGALG00000028978	100858105
ENSGALG00000009566	421346
ENSGALG00000010133	374187
ENSGALG00000010140	424587
ENSGALG00000010203	424588
ENSGALG00000009576	421347
ENSGALG00000000172	374004
ENSGALG00000001992	396456
ENSGALG00000010217	424589
ENSGALG00000000168	374212
ENSGALG00000000164	421154
ENSGALG00000009598	421348
ENSGALG00000000154	421153
ENSGALG00000001966	427479
ENSGALG00000001937	415320
ENSGALG00000001901	415319
ENSGALG00000026727	
ENSGALG00000000142	421152
ENSGALG00000008912	395712
ENSGALG00000026385	421351
ENSGALG00000009612	421352
ENSGALG00000009615	421353
ENSGALG00000001798	415318
ENSGALG00000009616	421354
ENSGALG00000009627	421355
ENSGALG00000000106	421150
ENSGALG00000000104	395100
ENSGALG00000008759	424961
ENSGALG00000009645	421357
ENSGALG00000000099	
ENSGALG00000000102	421149
ENSGALG00000009652	421358
ENSGALG00000008785	424962
ENSGALG00000023271	
ENSGALG00000008954	420535
ENSGALG00000019662	772037
ENSGALG00000008963	420536
ENSGALG00000008976	
ENSGALG00000027525	
ENSGALG00000008807	424963
ENSGALG00000008839	424964
ENSGALG00000025825	
ENSGALG00000008852	424966
ENSGALG00000001788	415317
ENSGALG00000001774	395822
ENSGALG00000010219	424590
ENSGALG00000009678	421359
ENSGALG00000009687	770954
ENSGALG00000001764	
ENSGALG00000009690	395357
ENSGALG00000010221	424591
ENSGALG00000028221	424593
ENSGALG00000023348	
ENSGALG00000009784	421360
ENSGALG00000008864	424968
ENSGALG00000010226	424594
ENSGALG00000009788	421361
ENSGALG00000000094	421148
ENSGALG00000009791	395802
ENSGALG00000009796	421362
ENSGALG00000009802	421363
ENSGALG00000000086	421147
ENSGALG00000001744	769575
ENSGALG00000001741	415316
ENSGALG00000028721	771476
ENSGALG00000020067	421364
ENSGALG00000009807	421365
ENSGALG00000021855	424969
ENSGALG00000009811	421366
ENSGALG00000026986	429496
ENSGALG00000026629	
ENSGALG00000012531	
ENSGALG00000010228	424595
ENSGALG00000010230	100858275
ENSGALG00000008985	420538
ENSGALG00000008997	772063
ENSGALG00000001729	415315
ENSGALG00000001721	
ENSGALG00000009814	421367
ENSGALG00000009004	
ENSGALG00000020700	771811
ENSGALG00000009006	420540
ENSGALG00000008889	424970
ENSGALG00000010234	424597
ENSGALG00000009816	
ENSGALG00000009017	420541
ENSGALG00000025887	421369
ENSGALG00000010243	424598
ENSGALG00000028329	
ENSGALG00000010244	424599
ENSGALG00000009821	421370
ENSGALG00000004785	
ENSGALG00000026809	426697
ENSGALG00000009026	420542
ENSGALG00000010255	424600
ENSGALG00000000329	419803
ENSGALG00000009822	421371
ENSGALG00000009828	421372
ENSGALG00000001716	415313
ENSGALG00000026936	419804
ENSGALG00000021517	415312
ENSGALG00000025867	100859561
ENSGALG00000000394	419805
ENSGALG00000028247	426411
ENSGALG00000009035	420544
ENSGALG00000009044	420545
ENSGALG00000014107	426412
ENSGALG00000008929	
ENSGALG00000027805	
ENSGALG00000008909	429286
ENSGALG00000001711	427477
ENSGALG00000014116	426413
ENSGALG00000000400	419806
ENSGALG00000000401	
ENSGALG00000009062	420546
ENSGALG00000009062	100859608
ENSGALG00000000417	419809
ENSGALG00000009348	395695
ENSGALG00000000419	419811
ENSGALG00000027548	428257
ENSGALG00000000437	395926
ENSGALG00000014121	769735
ENSGALG00000009837	421373
ENSGALG00000000446	
ENSGALG00000000477	428258
ENSGALG00000009843	421374
ENSGALG00000000483	428259
ENSGALG00000009848	421375
ENSGALG00000001700	769765
ENSGALG00000009854	421376
ENSGALG00000000497	419812
ENSGALG00000000504	
ENSGALG00000009365	420548
ENSGALG00000009365	100857526
ENSGALG00000010272	424601
ENSGALG00000009858	421377
ENSGALG00000010276	424603
ENSGALG00000009860	
ENSGALG00000009861	421378
ENSGALG00000009384	420549
ENSGALG00000009863	
ENSGALG00000009864	374055
ENSGALG00000000511	419814
ENSGALG00000000523	428260
ENSGALG00000028346	100859768
ENSGALG00000000533	419815
ENSGALG00000028318	378914
ENSGALG00000009871	
ENSGALG00000027218	100859805
ENSGALG00000009394	420550
ENSGALG00000001689	769853
ENSGALG00000000544	
ENSGALG00000009076	424978
ENSGALG00000010279	424604
ENSGALG00000010287	424605
ENSGALG00000010293	
ENSGALG00000013759	424977
ENSGALG00000010313	424606
ENSGALG00000010335	429096
ENSGALG00000010343	424607
ENSGALG00000010351	429097
ENSGALG00000000551	419817
ENSGALG00000017379	424608
ENSGALG00000010356	424611
ENSGALG00000000560	
ENSGALG00000000186	425491
ENSGALG00000000137	396180
ENSGALG00000023857	769780
ENSGALG00000009877	421381
ENSGALG00000000583	419820
ENSGALG00000009881	771269
ENSGALG00000000557	426690
ENSGALG00000009884	428566
ENSGALG00000000545	431167
ENSGALG00000009399	420551
ENSGALG00000026446	769798
ENSGALG00000001318	396396
ENSGALG00000009887	421384
ENSGALG00000019657	
ENSGALG00000009407	420553
ENSGALG00000001320	396051
ENSGALG00000009890	421385
ENSGALG00000009410	420554
ENSGALG00000009061	424975
ENSGALG00000009467	420555
ENSGALG00000001325	396052
ENSGALG00000009473	420556
ENSGALG00000001337	415294
ENSGALG00000010359	424612
ENSGALG00000001362	415295
ENSGALG00000017380	771939
ENSGALG00000010360	424613
ENSGALG00000010417	395824
ENSGALG00000009475	420557
ENSGALG00000009476	420558
ENSGALG00000001376	100859297
ENSGALG00000001394	415297
ENSGALG00000009482	772177
ENSGALG00000010433	424614
ENSGALG00000010436	395271
ENSGALG00000001412	415298
ENSGALG00000009896	421386
ENSGALG00000000587	
ENSGALG00000000611	100857158
ENSGALG00000001417	414838
ENSGALG00000000623	419822
ENSGALG00000010440	771961
ENSGALG00000009500	420560
ENSGALG00000028855	
ENSGALG00000001449	415301
ENSGALG00000001398	415302
ENSGALG00000001470	415303
ENSGALG00000009509	428425
ENSGALG00000009906	
ENSGALG00000009512	
ENSGALG00000009909	395899
ENSGALG00000009911	428568
ENSGALG00000009912	
ENSGALG00000025946	424615
ENSGALG00000017393	
ENSGALG00000001478	415304
ENSGALG00000010444	424616
ENSGALG00000001552	415305
ENSGALG00000009517	420562
ENSGALG00000009517	771999
ENSGALG00000024485	420563
ENSGALG00000001559	378906
ENSGALG00000009641	396243
ENSGALG00000009915	
ENSGALG00000001572	770048
ENSGALG00000009919	421393
ENSGALG00000028885	421392
ENSGALG00000009923	421394
ENSGALG00000009925	421395
ENSGALG00000008983	424974
ENSGALG00000010446	
ENSGALG00000008972	424973
ENSGALG00000005944	425280
ENSGALG00000000636	419823
ENSGALG00000020688	771974
ENSGALG00000027459	425605
ENSGALG00000027123	
ENSGALG00000010469	424618
ENSGALG00000017621	425606
ENSGALG00000010473	424619
ENSGALG00000010474	
ENSGALG00000027266	100859532
ENSGALG00000008934	424971
ENSGALG00000023296	396298
ENSGALG00000026509	
ENSGALG00000010478	
ENSGALG00000027358	
ENSGALG00000027396	100859725
ENSGALG00000027105	
ENSGALG00000028475	100857208
ENSGALG00000029041	426257
ENSGALG00000029041	100857881
ENSGALG00000010481	429100
ENSGALG00000001586	770068
ENSGALG00000028153	772006
ENSGALG00000010487	
ENSGALG00000001615	415306
ENSGALG00000027655	424623
ENSGALG00000000113	425428
ENSGALG00000010494	424625
ENSGALG00000027491	
ENSGALG00000010502	424626
ENSGALG00000002235	378900
ENSGALG00000000644	419824
ENSGALG00000009926	421396
ENSGALG00000010505	424628
ENSGALG00000009928	
ENSGALG00000009932	421398
ENSGALG00000027617	770907
ENSGALG00000013837	426284
ENSGALG00000009947	421399
ENSGALG00000001644	415307
ENSGALG00000001664	415308
ENSGALG00000009954	421400
ENSGALG00000009955	421401
ENSGALG00000009958	421402
ENSGALG00000010533	395634
ENSGALG00000023670	429156
ENSGALG00000009131	424980
ENSGALG00000010536	424629
ENSGALG00000010537	429104
ENSGALG00000010539	424631
ENSGALG00000010540	424632
ENSGALG00000028836	770225
ENSGALG00000028086	415309
ENSGALG00000009148	429157
ENSGALG00000009967	421403
ENSGALG00000009157	
ENSGALG00000002678	425524
ENSGALG00000002746	415346
ENSGALG00000002746	100857252
ENSGALG00000009170	429158
ENSGALG00000009179	378894
ENSGALG00000009969	
ENSGALG00000009970	421404
ENSGALG00000002752	100857223
ENSGALG00000002759	100857260
ENSGALG00000009973	428569
ENSGALG00000002774	415348
ENSGALG00000027947	378911
ENSGALG00000000653	419825
ENSGALG00000009222	424984
ENSGALG00000010543	424633
ENSGALG00000009252	424986
ENSGALG00000000668	419826
ENSGALG00000000670	395171
ENSGALG00000023646	
ENSGALG00000009298	
ENSGALG00000009306	396272
ENSGALG00000000673	419827
ENSGALG00000000680	
ENSGALG00000000684	419829
ENSGALG00000010555	424634
ENSGALG00000009309	396545
ENSGALG00000009981	421405
ENSGALG00000009312	100858296
ENSGALG00000021706	419830
ENSGALG00000000692	771736
ENSGALG00000023303	724086
ENSGALG00000009990	421408
ENSGALG00000002786	415349
ENSGALG00000010000	421409
ENSGALG00000002844	415350
ENSGALG00000002883	415352
ENSGALG00000002925	415353
ENSGALG00000009349	424989
ENSGALG00000002945	770288
ENSGALG00000009355	424990
ENSGALG00000002952	415354
ENSGALG00000009356	396087
ENSGALG00000028035	415355
ENSGALG00000002989	415356
ENSGALG00000009364	424991
ENSGALG00000009372	429159
ENSGALG00000009379	424993
ENSGALG00000000695	419831
ENSGALG00000000701	419832
ENSGALG00000021702	419834
ENSGALG00000000703	771751
ENSGALG00000000708	404775
ENSGALG00000009383	771333
ENSGALG00000023616	424994
ENSGALG00000000712	419836
ENSGALG00000009397	424995
ENSGALG00000010565	424635
ENSGALG00000009402	424996
ENSGALG00000010005	395596
ENSGALG00000000721	419837
ENSGALG00000003005	395613
ENSGALG00000003014	386578
ENSGALG00000010010	395114
ENSGALG00000010567	424636
ENSGALG00000010569	772208
ENSGALG00000010570	424638
ENSGALG00000020057	100858021
ENSGALG00000010014	421412
ENSGALG00000010613	424639
ENSGALG00000003021	386577
ENSGALG00000010016	428570
ENSGALG00000010017	421413
ENSGALG00000010020	421414
ENSGALG00000003046	415357
ENSGALG00000009409	771218
ENSGALG00000000724	419838
ENSGALG00000009437	424997
ENSGALG00000003063	415358
ENSGALG00000009458	
ENSGALG00000010023	395855
ENSGALG00000010023	396523
ENSGALG00000000745	428262
ENSGALG00000009464	
ENSGALG00000000769	771782
ENSGALG00000009468	425001
ENSGALG00000010024	421415
ENSGALG00000000786	771791
ENSGALG00000009470	425002
ENSGALG00000003171	427490
ENSGALG00000010026	396019
ENSGALG00000010619	772226
ENSGALG00000010032	100857741
ENSGALG00000010032	100858161
ENSGALG00000010623	424640
ENSGALG00000009477	425003
ENSGALG00000025994	
ENSGALG00000022449	
ENSGALG00000010036	421416
ENSGALG00000027923	100858281
ENSGALG00000027923	100859808
ENSGALG00000010039	421417
ENSGALG00000013973	100859662
ENSGALG00000028630	395564
ENSGALG00000010043	421418
ENSGALG00000010047	421420
ENSGALG00000025802	425754
ENSGALG00000025908	
ENSGALG00000020649	425004
ENSGALG00000000788	428263
ENSGALG00000010048	421421
ENSGALG00000000791	419841
ENSGALG00000010050	428571
ENSGALG00000010627	771795
ENSGALG00000010051	
ENSGALG00000028207	771469
ENSGALG00000010629	
ENSGALG00000021854	
ENSGALG00000009478	395358
ENSGALG00000000816	419843
ENSGALG00000017374	
ENSGALG00000013356	430480
ENSGALG00000009653	420565
ENSGALG00000009481	
ENSGALG00000027264	
ENSGALG00000009511	425007
ENSGALG00000009670	420567
ENSGALG00000010055	421422
ENSGALG00000010057	
ENSGALG00000020049	772022
ENSGALG00000010068	421423
ENSGALG00000025818	421424
ENSGALG00000009686	420568
ENSGALG00000000834	419844
ENSGALG00000000856	419845
ENSGALG00000028573	421426
ENSGALG00000010078	428573
ENSGALG00000010633	424643
ENSGALG00000028647	424644
ENSGALG00000016099	772245
ENSGALG00000010637	429105
ENSGALG00000010643	424645
ENSGALG00000000863	419846
ENSGALG00000010647	424646
ENSGALG00000010116	100858112
ENSGALG00000000883	419847
ENSGALG00000010127	421428
ENSGALG00000009689	395830
ENSGALG00000000892	428264
ENSGALG00000009691	420569
ENSGALG00000009700	420570
ENSGALG00000000911	
ENSGALG00000000919	419848
ENSGALG00000003193	374211
ENSGALG00000010652	396550
ENSGALG00000009722	420571
ENSGALG00000003221	415359
ENSGALG00000023959	
ENSGALG00000001091	
ENSGALG00000010131	421429
ENSGALG00000023958	428266
ENSGALG00000003251	415360
ENSGALG00000009728	428427
ENSGALG00000001117	419850
ENSGALG00000010134	421430
ENSGALG00000010145	421431
ENSGALG00000009733	772237
ENSGALG00000023195	772070
ENSGALG00000009129	373969
ENSGALG00000027620	420572
ENSGALG00000009737	420573
ENSGALG00000009748	420574
ENSGALG00000003286	415361
ENSGALG00000003303	415362
ENSGALG00000009752	420575
ENSGALG00000010259	
ENSGALG00000026674	415363
ENSGALG00000003322	415364
ENSGALG00000003336	
ENSGALG00000003381	415367
ENSGALG00000003401	
ENSGALG00000003427	415369
ENSGALG00000003456	415370
ENSGALG00000003487	415371
ENSGALG00000010146	
ENSGALG00000010151	421433
ENSGALG00000023953	419851
ENSGALG00000010699	420577
ENSGALG00000010149	421434
ENSGALG00000023950	419853
ENSGALG00000021869	424647
ENSGALG00000026069	
ENSGALG00000001175	395384
ENSGALG00000010700	420578
ENSGALG00000026305	429161
ENSGALG00000023946	
ENSGALG00000010673	429106
ENSGALG00000027494	425008
ENSGALG00000023189	420579
ENSGALG00000001177	419856
ENSGALG00000010704	420580
ENSGALG00000009533	425009
ENSGALG00000001264	419857
ENSGALG00000026131	
ENSGALG00000003505	415373
ENSGALG00000010708	
ENSGALG00000001319	419859
ENSGALG00000009537	429162
ENSGALG00000009549	425012
ENSGALG00000003521	396366
ENSGALG00000023571	425013
ENSGALG00000009553	395189
ENSGALG00000003628	415374
ENSGALG00000023256	421435
ENSGALG00000009559	425014
ENSGALG00000023546	425015
ENSGALG00000001343	428268
ENSGALG00000010711	420582
ENSGALG00000025999	772135
ENSGALG00000010714	420583
ENSGALG00000010681	424649
ENSGALG00000010162	421436
ENSGALG00000010718	420585
ENSGALG00000009574	407090
ENSGALG00000026516	424650
ENSGALG00000009579	425016
ENSGALG00000009580	771618
ENSGALG00000009593	425017
ENSGALG00000010165	421437
ENSGALG00000009594	395209
ENSGALG00000010171	421438
ENSGALG00000010174	428575
ENSGALG00000010175	396188
ENSGALG00000009634	425018
ENSGALG00000023933	419860
ENSGALG00000028858	771930
ENSGALG00000001369	419861
ENSGALG00000001373	
ENSGALG00000009651	771519
ENSGALG00000010182	421439
ENSGALG00000023241	421441
ENSGALG00000010186	396240
ENSGALG00000010722	395159
ENSGALG00000010689	374226
ENSGALG00000009654	
ENSGALG00000010724	420587
ENSGALG00000010770	420588
ENSGALG00000010692	396102
ENSGALG00000001405	419863
ENSGALG00000029023	429107
ENSGALG00000001418	419864
ENSGALG00000010721	
ENSGALG00000001431	374216
ENSGALG00000027757	420589
ENSGALG00000010780	395748
ENSGALG00000010786	772367
ENSGALG00000010282	421442
ENSGALG00000023924	100857780
ENSGALG00000010792	772374
ENSGALG00000028570	
ENSGALG00000010794	374137
ENSGALG00000010795	
ENSGALG00000001438	419865
ENSGALG00000010735	
ENSGALG00000010803	420592
ENSGALG00000010797	378800
ENSGALG00000010740	424653
ENSGALG00000001452	419866
ENSGALG00000001462	373956
ENSGALG00000009669	425020
ENSGALG00000010804	420593
ENSGALG00000001476	419867
ENSGALG00000010809	420594
ENSGALG00000027240	420595
ENSGALG00000010825	420596
ENSGALG00000019651	420597
ENSGALG00000010836	373907
ENSGALG00000010840	420598
ENSGALG00000020627	777244
ENSGALG00000010736	395940
ENSGALG00000001480	419868
ENSGALG00000020626	425021
ENSGALG00000001504	419869
ENSGALG00000010743	424655
ENSGALG00000020647	772294
ENSGALG00000010854	420599
ENSGALG00000001512	374228
ENSGALG00000009682	100859365
ENSGALG00000010863	420603
ENSGALG00000028284	548626
ENSGALG00000010746	424656
ENSGALG00000019648	
ENSGALG00000010865	
ENSGALG00000026182	419870
ENSGALG00000009699	425024
ENSGALG00000010868	420604
ENSGALG00000001532	374243
ENSGALG00000010875	395470
ENSGALG00000001538	395331
ENSGALG00000010901	420606
ENSGALG00000010749	424657
ENSGALG00000010752	424658
ENSGALG00000019646	
ENSGALG00000010285	421443
ENSGALG00000010905	420607
ENSGALG00000010758	772308
ENSGALG00000010906	
ENSGALG00000010288	
ENSGALG00000010290	395909
ENSGALG00000001547	396521
ENSGALG00000010908	420608
ENSGALG00000010910	
ENSGALG00000001558	419872
ENSGALG00000010761	772313
ENSGALG00000010774	395250
ENSGALG00000010785	429108
ENSGALG00000001569	395869
ENSGALG00000010787	429109
ENSGALG00000003644	427491
ENSGALG00000003705	415376
ENSGALG00000001605	419873
ENSGALG00000010218	425025
ENSGALG00000003759	415377
ENSGALG00000010296	421445
ENSGALG00000023531	
ENSGALG00000010913	420609
ENSGALG00000010915	395337
ENSGALG00000010256	425026
ENSGALG00000026585	419874
ENSGALG00000001717	419875
ENSGALG00000028683	425027
ENSGALG00000010269	395730
ENSGALG00000001733	100857856
ENSGALG00000001816	419877
ENSGALG00000010791	
ENSGALG00000021835	
ENSGALG00000001845	419878
ENSGALG00000010925	420611
ENSGALG00000010798	424661
ENSGALG00000003763	415378
ENSGALG00000003770	396297
ENSGALG00000010299	421446
ENSGALG00000010801	424662
ENSGALG00000027806	424663
ENSGALG00000017381	424664
ENSGALG00000003788	415379
ENSGALG00000003793	770910
ENSGALG00000010303	421447
ENSGALG00000003802	415380
ENSGALG00000027871	421448
ENSGALG00000026590	427493
ENSGALG00000003849	427494
ENSGALG00000010315	421449
ENSGALG00000003883	415382
ENSGALG00000001860	772027
ENSGALG00000010805	424665
ENSGALG00000010938	420612
ENSGALG00000026735	
ENSGALG00000010818	424666
ENSGALG00000021656	772032
ENSGALG00000010826	429110
ENSGALG00000010841	424668
ENSGALG00000010284	425028
ENSGALG00000010942	420614
ENSGALG00000010850	429111
ENSGALG00000010853	424669
ENSGALG00000010857	374083
ENSGALG00000010317	
ENSGALG00000027858	100857529
ENSGALG00000028414	
ENSGALG00000003796	
ENSGALG00000010949	428431
ENSGALG00000010341	421450
ENSGALG00000003897	
ENSGALG00000010302	425029
ENSGALG00000021655	772088
ENSGALG00000010861	424670
ENSGALG00000021654	419879
ENSGALG00000028028	100859770
ENSGALG00000000735	395773
ENSGALG00000029092	776812
ENSGALG00000010952	374236
ENSGALG00000010632	425607
ENSGALG00000028626	
ENSGALG00000026100	430698
ENSGALG00000001939	419880
ENSGALG00000001956	419882
ENSGALG00000010869	424671
ENSGALG00000026293	100859600
ENSGALG00000001968	428270
ENSGALG00000003906	415384
ENSGALG00000010312	425030
ENSGALG00000010879	772383
ENSGALG00000020616	
ENSGALG00000010889	424675
ENSGALG00000010954	420616
ENSGALG00000010331	425031
ENSGALG00000010961	420617
ENSGALG00000001976	419883
ENSGALG00000010973	420618
ENSGALG00000020625	772391
ENSGALG00000011394	424676
ENSGALG00000010976	420619
ENSGALG00000018634	424677
ENSGALG00000010977	420620
ENSGALG00000010980	420621
ENSGALG00000003913	415385
ENSGALG00000010911	424678
ENSGALG00000010983	396464
ENSGALG00000010337	395382
ENSGALG00000003930	415386
ENSGALG00000010988	420622
ENSGALG00000003944	
ENSGALG00000010997	420623
ENSGALG00000010344	425032
ENSGALG00000011413	
ENSGALG00000021867	424679
ENSGALG00000010352	429163
ENSGALG00000010924	396210
ENSGALG00000011007	
ENSGALG00000011020	420624
ENSGALG00000011021	420625
ENSGALG00000011022	378785
ENSGALG00000011036	420627
ENSGALG00000003970	
ENSGALG00000010349	421452
ENSGALG00000003985	415389
ENSGALG00000026271	415390
ENSGALG00000002002	419884
ENSGALG00000011038	395355
ENSGALG00000011046	420628
ENSGALG00000020614	775978
ENSGALG00000010934	
ENSGALG00000011051	420629
ENSGALG00000011051	100858660
ENSGALG00000028095	374051
ENSGALG00000010953	424684
ENSGALG00000011053	396055
ENSGALG00000027925	395231
ENSGALG00000027925	100858480
ENSGALG00000004038	415391
ENSGALG00000011055	395307
ENSGALG00000011055	100858374
ENSGALG00000011055	100858429
ENSGALG00000022622	395307
ENSGALG00000022622	100858374
ENSGALG00000022622	100858429
ENSGALG00000025929	100857257
ENSGALG00000025929	100858404
ENSGALG00000025929	100858834
ENSGALG00000028908	420630
ENSGALG00000028908	100857163
ENSGALG00000004046	415392
ENSGALG00000026989	395290
ENSGALG00000026989	100858514
ENSGALG00000026989	100858856
ENSGALG00000028983	396096
ENSGALG00000028983	100858551
ENSGALG00000028983	100858870
ENSGALG00000004059	
ENSGALG00000010357	396275
ENSGALG00000004087	415395
ENSGALG00000023192	100858747
ENSGALG00000010361	425033
ENSGALG00000026631	776143
ENSGALG00000026631	100858051
ENSGALG00000026631	100858905
ENSGALG00000010957	424685
ENSGALG00000004096	374001
ENSGALG00000023130	395327
ENSGALG00000023130	100858967
ENSGALG00000023130	100859078
ENSGALG00000027234	373934
ENSGALG00000027234	100859005
ENSGALG00000027234	100859244
ENSGALG00000010967	
ENSGALG00000011054	395231
ENSGALG00000011054	100858480
ENSGALG00000027013	100857257
ENSGALG00000027013	100858404
ENSGALG00000027013	100858834
ENSGALG00000004103	415396
ENSGALG00000010355	421453
ENSGALG00000026434	420630
ENSGALG00000026434	100857163
ENSGALG00000004150	415398
ENSGALG00000026240	395290
ENSGALG00000026240	100858514
ENSGALG00000026240	100858856
ENSGALG00000010978	100189558
ENSGALG00000019640	396096
ENSGALG00000019640	100858551
ENSGALG00000019640	100858870
ENSGALG00000004161	415400
ENSGALG00000004171	374021
ENSGALG00000027636	776143
ENSGALG00000027636	100858051
ENSGALG00000027636	100858905
ENSGALG00000027515	373934
ENSGALG00000027515	100859005
ENSGALG00000027515	100859244
ENSGALG00000010985	424688
ENSGALG00000028702	428434
ENSGALG00000028702	100859345
ENSGALG00000027338	100857257
ENSGALG00000027338	100858404
ENSGALG00000027338	100858834
ENSGALG00000010991	395078
ENSGALG00000011059	420630
ENSGALG00000011059	100857163
ENSGALG00000010995	424689
ENSGALG00000011061	395290
ENSGALG00000011061	100858514
ENSGALG00000011061	100858856
ENSGALG00000023132	
ENSGALG00000023129	373934
ENSGALG00000023129	100859005
ENSGALG00000023129	100859244
ENSGALG00000011100	420632
ENSGALG00000010998	
ENSGALG00000011123	395490
ENSGALG00000010364	425034
ENSGALG00000002038	
ENSGALG00000011126	420633
ENSGALG00000011016	424691
ENSGALG00000011137	428435
ENSGALG00000010382	421454
ENSGALG00000011164	428437
ENSGALG00000004192	415401
ENSGALG00000004204	771386
ENSGALG00000011019	395179
ENSGALG00000004212	374113
ENSGALG00000020609	
ENSGALG00000010369	
ENSGALG00000011024	424693
ENSGALG00000010385	421455
ENSGALG00000010386	428576
ENSGALG00000011026	424694
ENSGALG00000011031	395681
ENSGALG00000010370	
ENSGALG00000010419	421456
ENSGALG00000004230	427495
ENSGALG00000002082	772125
ENSGALG00000004261	415402
ENSGALG00000004270	395844
ENSGALG00000023126	
ENSGALG00000011170	420634
ENSGALG00000004283	
ENSGALG00000011176	420635
ENSGALG00000011181	420636
ENSGALG00000011185	420637
ENSGALG00000011202	776178
ENSGALG00000004294	415405
ENSGALG00000011211	420638
ENSGALG00000004304	396334
ENSGALG00000011216	420639
ENSGALG00000011226	420640
ENSGALG00000011235	420642
ENSGALG00000011237	420643
ENSGALG00000010426	421457
ENSGALG00000010426	100859159
ENSGALG00000014375	
ENSGALG00000010428	421458
ENSGALG00000011239	420644
ENSGALG00000010435	421460
ENSGALG00000010448	
ENSGALG00000011035	424697
ENSGALG00000026692	419885
ENSGALG00000023180	
ENSGALG00000011241	395109
ENSGALG00000011041	424698
ENSGALG00000011047	424699
ENSGALG00000002139	419886
ENSGALG00000002147	419887
ENSGALG00000011058	374223
ENSGALG00000011243	374054
ENSGALG00000002170	
ENSGALG00000011248	420645
ENSGALG00000011251	420646
ENSGALG00000011254	420647
ENSGALG00000011262	420648
ENSGALG00000027565	
ENSGALG00000011094	424700
ENSGALG00000011113	776038
ENSGALG00000002511	
ENSGALG00000013893	426295
ENSGALG00000002550	395937
ENSGALG00000002554	419889
ENSGALG00000011267	428439
ENSGALG00000011272	420649
ENSGALG00000010377	425038
ENSGALG00000010384	771718
ENSGALG00000023562	
ENSGALG00000019635	
ENSGALG00000002556	396466
ENSGALG00000002561	
ENSGALG00000011278	428441
ENSGALG00000023497	771731
ENSGALG00000010395	429164
ENSGALG00000002588	395479
ENSGALG00000010538	421462
ENSGALG00000010396	
ENSGALG00000020600	424701
ENSGALG00000011115	
ENSGALG00000011118	424702
ENSGALG00000000725	431530
ENSGALG00000002615	419893
ENSGALG00000004347	415406
ENSGALG00000004361	415407
ENSGALG00000010394	
ENSGALG00000010399	425041
ENSGALG00000011121	424703
ENSGALG00000010541	421463
ENSGALG00000010547	421464
ENSGALG00000010554	421465
ENSGALG00000004369	415408
ENSGALG00000004387	415409
ENSGALG00000010401	425042
ENSGALG00000011281	420650
ENSGALG00000002630	772107
ENSGALG00000026897	100859453
ENSGALG00000011283	420651
ENSGALG00000011286	776043
ENSGALG00000004399	427496
ENSGALG00000025822	421466
ENSGALG00000027591	
ENSGALG00000010410	771904
ENSGALG00000023188	421467
ENSGALG00000010560	395147
ENSGALG00000010411	396303
ENSGALG00000004421	100858627
ENSGALG00000004435	415410
ENSGALG00000011289	
ENSGALG00000011290	428442
ENSGALG00000011212	424704
ENSGALG00000004458	
ENSGALG00000028001	
ENSGALG00000004527	415413
ENSGALG00000010561	421468
ENSGALG00000004545	
ENSGALG00000011222	424705
ENSGALG00000010412	
ENSGALG00000002644	419895
ENSGALG00000021321	
ENSGALG00000004564	415416
ENSGALG00000010571	421469
ENSGALG00000011229	424706
ENSGALG00000010580	421470
ENSGALG00000010427	771806
ENSGALG00000025977	693255
ENSGALG00000010430	425046
ENSGALG00000017370	768853
ENSGALG00000026591	772239
ENSGALG00000011238	424707
ENSGALG00000004624	396237
ENSGALG00000011291	396125
ENSGALG00000011294	396431
ENSGALG00000011255	429115
ENSGALG00000010431	771841
ENSGALG00000011259	395700
ENSGALG00000011298	396266
ENSGALG00000010434	771940
ENSGALG00000011275	424710
ENSGALG00000011300	395966
ENSGALG00000011284	
ENSGALG00000004641	430027
ENSGALG00000011301	424713
ENSGALG00000010583	421471
ENSGALG00000027624	
ENSGALG00000010594	
ENSGALG00000010597	395067
ENSGALG00000011305	424714
ENSGALG00000010599	421473
ENSGALG00000011311	424715
ENSGALG00000002675	419896
ENSGALG00000010603	421474
ENSGALG00000002692	419897
ENSGALG00000002723	419898
ENSGALG00000011331	424716
ENSGALG00000023142	429116
ENSGALG00000011340	424717
ENSGALG00000010609	421477
ENSGALG00000004690	415419
ENSGALG00000011350	395662
ENSGALG00000004696	769405
ENSGALG00000010437	425047
ENSGALG00000022304	426408
ENSGALG00000004710	415421
ENSGALG00000026958	100533998
ENSGALG00000010439	421169
ENSGALG00000010439	425049
ENSGALG00000010439	100859737
