EnsemblGeneID	EntrezGeneID
ENSGALG00000014640	425072
ENSGALG00000026565	425073
ENSGALG00000009229	416753
ENSGALG00000009217	100859828
ENSGALG00000028249	395674
ENSGALG00000026218	770407
ENSGALG00000009209	
ENSGALG00000029072	396387
ENSGALG00000009205	416752
ENSGALG00000023595	
ENSGALG00000009204	
ENSGALG00000009201	416749
ENSGALG00000020725	
ENSGALG00000020298	100858845
ENSGALG00000007110	
ENSGALG00000001772	426986
ENSGALG00000014656	425074
ENSGALG00000007118	422276
ENSGALG00000028205	426667
ENSGALG00000000456	426666
ENSGALG00000028764	431476
ENSGALG00000007123	
ENSGALG00000007128	422277
ENSGALG00000028838	431243
ENSGALG00000007131	422278
ENSGALG00000007135	
ENSGALG00000007151	422281
ENSGALG00000018702	
ENSGALG00000010507	425592
ENSGALG00000028795	
ENSGALG00000022137	429786
ENSGALG00000028854	100858873
ENSGALG00000022603	
ENSGALG00000001792	426987
ENSGALG00000001827	426988
ENSGALG00000000764	425656
ENSGALG00000000775	425657
ENSGALG00000001841	426990
ENSGALG00000001866	431416
ENSGALG00000018875	426991
ENSGALG00000028147	395818
ENSGALG00000002006	431417
ENSGALG00000000751	374026
ENSGALG00000024051	395847
ENSGALG00000007157	422282
ENSGALG00000007160	
ENSGALG00000027146	431418
ENSGALG00000002028	
ENSGALG00000028197	426993
ENSGALG00000002042	
ENSGALG00000025781	100857262
ENSGALG00000025781	100859441
ENSGALG00000007210	422284
ENSGALG00000007234	422285
ENSGALG00000002119	426995
ENSGALG00000002134	426998
ENSGALG00000002200	426999
ENSGALG00000026038	427000
ENSGALG00000002239	427001
ENSGALG00000002267	427002
ENSGALG00000002273	427003
ENSGALG00000002350	427004
ENSGALG00000027173	427005
ENSGALG00000002428	427006
ENSGALG00000028499	100857795
ENSGALG00000028499	100859849
ENSGALG00000002442	427007
ENSGALG00000028119	100857323
ENSGALG00000028119	100859506
ENSGALG00000027079	
ENSGALG00000002484	427008
ENSGALG00000024048	
ENSGALG00000026734	425659
ENSGALG00000026734	100857414
ENSGALG00000027651	
ENSGALG00000007240	395283
ENSGALG00000007245	
ENSGALG00000027373	
ENSGALG00000007255	396288
ENSGALG00000011948	395547
ENSGALG00000011948	100857513
ENSGALG00000002490	427009
ENSGALG00000007269	422289
ENSGALG00000020292	396173
ENSGALG00000026717	
ENSGALG00000000793	425660
ENSGALG00000000793	100859689
ENSGALG00000007282	771609
ENSGALG00000023694	
ENSGALG00000027977	422291
ENSGALG00000007309	771630
ENSGALG00000007311	422292
ENSGALG00000007355	
ENSGALG00000027372	429983
ENSGALG00000027372	100857846
ENSGALG00000028222	422295
ENSGALG00000028505	100216364
ENSGALG00000028505	100857577
ENSGALG00000023692	771657
ENSGALG00000007443	422296
ENSGALG00000024034	425661
ENSGALG00000024034	100859723
ENSGALG00000026243	395521
ENSGALG00000007466	373909
ENSGALG00000000836	100857138
ENSGALG00000007470	
ENSGALG00000018415	425662
ENSGALG00000018415	100859776
ENSGALG00000007476	422297
ENSGALG00000007488	
ENSGALG00000007493	422302
ENSGALG00000000866	425664
ENSGALG00000007510	422303
ENSGALG00000007526	422305
ENSGALG00000007530	428714
ENSGALG00000025899	422306
ENSGALG00000007538	422307
ENSGALG00000029138	
ENSGALG00000025991	771737
ENSGALG00000007546	422308
ENSGALG00000009628	425504
ENSGALG00000020286	
ENSGALG00000023685	
ENSGALG00000029052	100857262
ENSGALG00000029052	100859441
ENSGALG00000007570	430697
ENSGALG00000000373	
ENSGALG00000007574	422311
ENSGALG00000001989	427053
ENSGALG00000001989	100857290
ENSGALG00000026566	100857323
ENSGALG00000026566	100859506
ENSGALG00000000781	100857355
ENSGALG00000000781	100859529
ENSGALG00000000789	
ENSGALG00000020283	
ENSGALG00000007590	422312
ENSGALG00000026818	425744
ENSGALG00000026818	100857482
ENSGALG00000007594	422313
ENSGALG00000028578	429983
ENSGALG00000028578	100857846
ENSGALG00000007599	
ENSGALG00000007608	422315
ENSGALG00000026320	100216364
ENSGALG00000026320	100857577
ENSGALG00000029036	429831
ENSGALG00000029036	100857876
ENSGALG00000007646	
ENSGALG00000007656	422317
ENSGALG00000007657	395320
ENSGALG00000007660	422318
ENSGALG00000007683	422319
ENSGALG00000027380	425664
ENSGALG00000027380	100857226
ENSGALG00000024479	
ENSGALG00000007703	422320
ENSGALG00000007710	422321
ENSGALG00000007726	422322
ENSGALG00000007740	422323
ENSGALG00000007748	428716
ENSGALG00000023655	
ENSGALG00000007750	395630
ENSGALG00000007755	422325
ENSGALG00000007793	422327
ENSGALG00000007788	422326
ENSGALG00000000905	429986
ENSGALG00000007800	422329
ENSGALG00000007806	422330
ENSGALG00000007843	422331
ENSGALG00000000920	
ENSGALG00000000935	770812
ENSGALG00000007861	422332
ENSGALG00000000958	425666
ENSGALG00000007863	771947
ENSGALG00000007902	
ENSGALG00000028478	431347
ENSGALG00000007936	395833
ENSGALG00000007952	422336
ENSGALG00000007972	422337
ENSGALG00000007976	
ENSGALG00000025814	100858449
ENSGALG00000024012	
ENSGALG00000025988	
ENSGALG00000007993	374242
ENSGALG00000008006	422341
ENSGALG00000008058	422342
ENSGALG00000008072	373985
ENSGALG00000026039	100858223
ENSGALG00000008074	422343
ENSGALG00000028774	396506
ENSGALG00000008076	422344
ENSGALG00000007589	425378
ENSGALG00000008088	422345
ENSGALG00000008092	422346
ENSGALG00000008107	422347
ENSGALG00000008141	422348
ENSGALG00000007585	429566
ENSGALG00000026374	100858383
ENSGALG00000000048	776719
ENSGALG00000008266	422350
ENSGALG00000008282	772074
ENSGALG00000008287	422351
ENSGALG00000008290	414795
ENSGALG00000020271	
ENSGALG00000008326	
ENSGALG00000008389	422355
ENSGALG00000008404	772071
ENSGALG00000008408	428717
ENSGALG00000008431	422358
ENSGALG00000008442	395668
ENSGALG00000008447	100857869
ENSGALG00000008482	422360
ENSGALG00000024343	100857159
ENSGALG00000008491	395280
ENSGALG00000008507	422361
ENSGALG00000008512	396138
ENSGALG00000008513	422362
ENSGALG00000008517	422363
ENSGALG00000008559	422364
ENSGALG00000008572	414800
ENSGALG00000008593	422365
ENSGALG00000008604	422366
ENSGALG00000020262	422368
ENSGALG00000020261	772147
ENSGALG00000008613	772150
ENSGALG00000008618	100858231
ENSGALG00000008620	374132
ENSGALG00000008633	422369
ENSGALG00000008645	422370
ENSGALG00000008648	395672
ENSGALG00000008652	428719
ENSGALG00000008675	374072
ENSGALG00000008682	422371
ENSGALG00000008687	428720
ENSGALG00000008689	422372
ENSGALG00000020260	772196
ENSGALG00000008856	
ENSGALG00000008860	
ENSGALG00000008867	422376
ENSGALG00000008872	422377
ENSGALG00000025770	
ENSGALG00000008888	422379
ENSGALG00000008970	422380
ENSGALG00000008990	
ENSGALG00000026919	
ENSGALG00000009040	422383
ENSGALG00000009063	
ENSGALG00000014366	426516
ENSGALG00000014366	427458
ENSGALG00000000043	425126
ENSGALG00000000043	100859714
ENSGALG00000028704	
ENSGALG00000026442	
ENSGALG00000028022	768448
ENSGALG00000028022	100857168
ENSGALG00000009065	422385
ENSGALG00000009071	396232
ENSGALG00000009075	
ENSGALG00000026228	
ENSGALG00000014631	768878
ENSGALG00000028841	
ENSGALG00000009085	422387
ENSGALG00000009096	422388
ENSGALG00000006060	426869
ENSGALG00000005991	431296
ENSGALG00000006075	426871
ENSGALG00000006081	426872
ENSGALG00000006089	426873
ENSGALG00000018992	425562
ENSGALG00000018992	100859076
ENSGALG00000009098	422389
ENSGALG00000009128	772269
ENSGALG00000014027	
ENSGALG00000009139	422391
ENSGALG00000006139	426874
ENSGALG00000009154	422392
ENSGALG00000009168	
ENSGALG00000026830	
ENSGALG00000009177	
ENSGALG00000028718	776154
ENSGALG00000009207	100857562
ENSGALG00000009212	422399
ENSGALG00000006163	426876
ENSGALG00000006169	426878
ENSGALG00000006184	426879
ENSGALG00000009230	422400
ENSGALG00000009237	
ENSGALG00000009241	395546
ENSGALG00000026230	
ENSGALG00000009257	422401
ENSGALG00000009262	373926
ENSGALG00000009266	396307
ENSGALG00000009268	395837
ENSGALG00000009272	100857197
ENSGALG00000009276	422403
ENSGALG00000009278	
ENSGALG00000020253	
ENSGALG00000009354	422407
ENSGALG00000009361	
ENSGALG00000017567	426881
ENSGALG00000009366	428723
ENSGALG00000009373	422410
ENSGALG00000006209	426882
ENSGALG00000009378	395469
ENSGALG00000009395	422411
ENSGALG00000006240	426883
ENSGALG00000009405	414894
ENSGALG00000006271	426884
ENSGALG00000006311	426885
ENSGALG00000028589	776542
ENSGALG00000027839	
ENSGALG00000009414	422413
ENSGALG00000006321	426886
ENSGALG00000006348	426888
ENSGALG00000026253	422414
ENSGALG00000009429	422415
ENSGALG00000009432	
ENSGALG00000009442	428724
ENSGALG00000009451	428725
ENSGALG00000006353	100858035
ENSGALG00000020251	422417
ENSGALG00000023453	769822
ENSGALG00000020249	422418
ENSGALG00000025761	
ENSGALG00000009489	428726
ENSGALG00000009496	769997
ENSGALG00000009498	428727
ENSGALG00000009499	
ENSGALG00000005980	425279
ENSGALG00000009501	770087
ENSGALG00000012169	426896
ENSGALG00000018666	768882
ENSGALG00000009520	422420
ENSGALG00000023444	770154
ENSGALG00000028089	769040
ENSGALG00000009528	422421
ENSGALG00000009554	422422
ENSGALG00000009560	422423
ENSGALG00000027788	422424
ENSGALG00000009567	395441
ENSGALG00000009568	422425
ENSGALG00000018947	407779
ENSGALG00000002349	408041
ENSGALG00000028052	426542
ENSGALG00000028052	100857375
ENSGALG00000028052	100857860
ENSGALG00000028052	100858046
ENSGALG00000028052	100859154
ENSGALG00000028052	100859430
ENSGALG00000027139	408042
ENSGALG00000009573	770326
ENSGALG00000010249	426897
ENSGALG00000010250	
ENSGALG00000010252	431302
ENSGALG00000026357	431303
ENSGALG00000027555	426899
ENSGALG00000027555	100859386
ENSGALG00000010260	431304
ENSGALG00000009622	422426
ENSGALG00000009639	
ENSGALG00000009650	422428
ENSGALG00000009655	428728
ENSGALG00000002720	431305
ENSGALG00000009661	
ENSGALG00000008423	425441
ENSGALG00000009667	428729
ENSGALG00000009668	422431
ENSGALG00000006665	429501
ENSGALG00000004866	425200
ENSGALG00000000484	769312
ENSGALG00000026232	100857939
ENSGALG00000012102	
ENSGALG00000009674	422432
ENSGALG00000014317	776463
ENSGALG00000004733	
ENSGALG00000025824	
ENSGALG00000026353	776432
ENSGALG00000000489	
ENSGALG00000022539	426673
ENSGALG00000011693	425730
ENSGALG00000009683	
ENSGALG00000009692	422434
ENSGALG00000009714	422435
ENSGALG00000009719	408048
ENSGALG00000009732	422438
ENSGALG00000009758	428731
ENSGALG00000009768	404779
ENSGALG00000009774	422439
ENSGALG00000009777	
ENSGALG00000009782	422440
ENSGALG00000009790	422441
ENSGALG00000009792	422442
ENSGALG00000009800	422443
ENSGALG00000009803	770916
ENSGALG00000009809	422445
ENSGALG00000009813	422446
ENSGALG00000009826	422447
ENSGALG00000009830	422448
ENSGALG00000009836	422449
ENSGALG00000009855	422452
ENSGALG00000009865	100858072
ENSGALG00000009868	422453
ENSGALG00000009870	395258
ENSGALG00000009880	422454
ENSGALG00000009886	422455
ENSGALG00000009898	422456
ENSGALG00000009913	422457
ENSGALG00000020233	
ENSGALG00000009948	422460
ENSGALG00000028643	422461
ENSGALG00000009961	422462
ENSGALG00000028889	
ENSGALG00000027239	100858718
ENSGALG00000009968	422463
ENSGALG00000026335	
ENSGALG00000009977	395680
ENSGALG00000009974	422464
ENSGALG00000009982	422465
ENSGALG00000009985	422466
ENSGALG00000010003	
ENSGALG00000010006	422467
ENSGALG00000010009	422468
ENSGALG00000010013	373908
ENSGALG00000010019	422469
ENSGALG00000010022	422470
ENSGALG00000010031	422471
ENSGALG00000010035	374131
ENSGALG00000028333	
ENSGALG00000010040	422473
ENSGALG00000010061	422476
ENSGALG00000010077	422477
ENSGALG00000010081	
ENSGALG00000010090	
ENSGALG00000010097	422480
ENSGALG00000023356	
ENSGALG00000010103	422481
ENSGALG00000023355	771586
ENSGALG00000010105	770884
ENSGALG00000010107	422484
ENSGALG00000010108	422485
ENSGALG00000010119	428736
ENSGALG00000010115	422486
ENSGALG00000010122	
ENSGALG00000010125	422488
ENSGALG00000010130	422489
ENSGALG00000010136	422490
ENSGALG00000026210	422491
ENSGALG00000023351	
ENSGALG00000010142	422492
ENSGALG00000010159	422493
ENSGALG00000010170	422494
ENSGALG00000026003	
ENSGALG00000010185	422496
ENSGALG00000010195	
ENSGALG00000010199	422498
ENSGALG00000010201	422499
ENSGALG00000010207	422500
ENSGALG00000010209	422501
ENSGALG00000026976	
ENSGALG00000010214	422502
ENSGALG00000023335	771726
ENSGALG00000010268	422503
ENSGALG00000028608	448833
ENSGALG00000028470	771783
ENSGALG00000010273	396021
ENSGALG00000010281	422505
ENSGALG00000010283	771227
ENSGALG00000010291	428738
ENSGALG00000010298	771257
ENSGALG00000010316	422506
ENSGALG00000010324	422507
ENSGALG00000010333	422508
ENSGALG00000010336	422509
ENSGALG00000010338	422510
ENSGALG00000010347	422512
ENSGALG00000026229	
ENSGALG00000010363	422514
ENSGALG00000010371	422515
ENSGALG00000010376	
ENSGALG00000010379	395393
ENSGALG00000010391	428741
ENSGALG00000010392	422518
ENSGALG00000026602	
ENSGALG00000010397	422520
ENSGALG00000010400	422522
ENSGALG00000010402	395863
ENSGALG00000010408	395334
ENSGALG00000010414	422523
ENSGALG00000010521	429900
ENSGALG00000008992	428743
ENSGALG00000010526	422525
ENSGALG00000028992	422526
ENSGALG00000028992	100858533
ENSGALG00000010529	395865
ENSGALG00000016124	420290
ENSGALG00000027908	422528
ENSGALG00000010535	422529
ENSGALG00000010542	422530
ENSGALG00000028041	422531
ENSGALG00000010550	422532
ENSGALG00000010553	422533
ENSGALG00000010564	422534
ENSGALG00000010566	
ENSGALG00000010573	422536
ENSGALG00000010575	422537
ENSGALG00000010577	
ENSGALG00000010582	422539
ENSGALG00000010592	
ENSGALG00000010596	768993
ENSGALG00000010601	422542
ENSGALG00000010604	422543
ENSGALG00000010610	422544
ENSGALG00000010611	
ENSGALG00000010614	422546
ENSGALG00000010628	422547
ENSGALG00000020210	422548
ENSGALG00000010636	422549
ENSGALG00000026224	777348
ENSGALG00000010638	395476
ENSGALG00000010642	396115
ENSGALG00000010645	422551
ENSGALG00000010646	769288
ENSGALG00000010654	428748
ENSGALG00000010658	428749
ENSGALG00000010661	
ENSGALG00000010668	422555
ENSGALG00000010674	422556
ENSGALG00000010706	422557
ENSGALG00000010716	422558
ENSGALG00000010719	
ENSGALG00000010732	422560
ENSGALG00000010744	422561
ENSGALG00000010745	396482
ENSGALG00000010750	422562
ENSGALG00000010755	422563
ENSGALG00000010764	422565
ENSGALG00000020201	422566
ENSGALG00000010769	422567
ENSGALG00000010781	422568
ENSGALG00000020199	422569
ENSGALG00000010815	422570
ENSGALG00000010822	422571
ENSGALG00000010837	422572
ENSGALG00000010839	396234
ENSGALG00000010847	422573
ENSGALG00000026691	100859908
ENSGALG00000028771	768447
ENSGALG00000010855	
ENSGALG00000010859	497270
ENSGALG00000010864	408036
ENSGALG00000010866	428752
ENSGALG00000010878	422575
ENSGALG00000010882	
ENSGALG00000010883	422577
ENSGALG00000010885	422578
ENSGALG00000010886	770386
ENSGALG00000010892	
ENSGALG00000029055	
ENSGALG00000026560	
ENSGALG00000010893	
ENSGALG00000010898	422581
ENSGALG00000010903	100859744
ENSGALG00000026168	
ENSGALG00000010909	428753
ENSGALG00000010921	422585
ENSGALG00000010926	395210
ENSGALG00000010927	
ENSGALG00000010928	396071
ENSGALG00000020195	404539
ENSGALG00000010929	422586
ENSGALG00000010932	422587
ENSGALG00000010963	428754
ENSGALG00000010979	422588
ENSGALG00000020194	770585
ENSGALG00000011017	422589
ENSGALG00000011045	422590
ENSGALG00000011078	
ENSGALG00000026539	
ENSGALG00000029069	
ENSGALG00000026344	
ENSGALG00000017781	100858902
ENSGALG00000017781	100859143
ENSGALG00000027675	
ENSGALG00000028902	
ENSGALG00000028562	
ENSGALG00000027411	100857405
ENSGALG00000012835	
ENSGALG00000026746	
ENSGALG00000025993	
ENSGALG00000000194	425545
ENSGALG00000011109	422592
ENSGALG00000011109	423778
ENSGALG00000028532	
ENSGALG00000026474	100857708
ENSGALG00000027914	
ENSGALG00000026931	
ENSGALG00000028112	
ENSGALG00000026289	100857484
ENSGALG00000026616	
ENSGALG00000027327	431499
ENSGALG00000027327	100858031
ENSGALG00000027327	100858315
ENSGALG00000027327	100858451
ENSGALG00000027327	100858490
ENSGALG00000013781	395350
ENSGALG00000013781	396063
ENSGALG00000013781	100857864
ENSGALG00000011124	422593
ENSGALG00000013787	426258
ENSGALG00000011130	422594
ENSGALG00000000463	427073
ENSGALG00000011133	422595
ENSGALG00000027155	422596
ENSGALG00000011165	422597
ENSGALG00000026044	100859879
ENSGALG00000028577	
ENSGALG00000025869	770216
ENSGALG00000014539	100857565
ENSGALG00000014542	431053
ENSGALG00000011175	422599
ENSGALG00000024101	770202
ENSGALG00000027614	
ENSGALG00000028649	100857295
ENSGALG00000028649	100858665
ENSGALG00000028649	100859456
ENSGALG00000028649	100859694
ENSGALG00000011178	422600
ENSGALG00000000823	427819
ENSGALG00000000837	417460
ENSGALG00000021696	417461
ENSGALG00000023199	422601
ENSGALG00000013261	
ENSGALG00000011184	422602
ENSGALG00000000891	417462
ENSGALG00000020193	770777
ENSGALG00000028036	100858675
ENSGALG00000011190	100857411
ENSGALG00000011196	422605
ENSGALG00000021694	417463
ENSGALG00000022613	
ENSGALG00000029032	100858807
ENSGALG00000029032	100859795
ENSGALG00000011203	373981
ENSGALG00000018835	426468
ENSGALG00000025854	100858866
ENSGALG00000000930	770683
ENSGALG00000014283	426469
ENSGALG00000026880	100858903
ENSGALG00000002779	429172
ENSGALG00000027972	100859330
ENSGALG00000026778	
ENSGALG00000011208	422606
ENSGALG00000027480	
ENSGALG00000025860	100858531
ENSGALG00000025860	100859910
ENSGALG00000023191	770813
ENSGALG00000011210	422608
ENSGALG00000011221	422610
ENSGALG00000026866	430679
ENSGALG00000013702	426231
ENSGALG00000011227	422611
ENSGALG00000011256	
ENSGALG00000000454	426499
ENSGALG00000013705	426232
ENSGALG00000029078	
ENSGALG00000011266	422614
ENSGALG00000000956	395468
ENSGALG00000000956	417464
ENSGALG00000011319	422616
ENSGALG00000011336	422618
ENSGALG00000000865	770718
ENSGALG00000000951	395551
ENSGALG00000000951	417465
ENSGALG00000000979	
ENSGALG00000020186	422619
ENSGALG00000011339	422620
ENSGALG00000000974	419114
ENSGALG00000000983	
ENSGALG00000000990	
ENSGALG00000001026	419117
ENSGALG00000001034	419118
ENSGALG00000001046	419119
ENSGALG00000011387	422621
ENSGALG00000020185	422622
ENSGALG00000000984	770506
ENSGALG00000024081	428131
ENSGALG00000028567	396215
ENSGALG00000011390	422623
ENSGALG00000001004	417467
ENSGALG00000001054	768550
ENSGALG00000001062	419121
ENSGALG00000011395	422624
ENSGALG00000001182	
ENSGALG00000001209	
ENSGALG00000001219	419124
ENSGALG00000029033	
ENSGALG00000024482	422625
ENSGALG00000011403	422626
ENSGALG00000001231	419125
ENSGALG00000001332	
ENSGALG00000026653	771078
ENSGALG00000011404	395241
ENSGALG00000026130	
ENSGALG00000011415	770729
ENSGALG00000011419	395642
ENSGALG00000025826	100857652
ENSGALG00000011438	374252
ENSGALG00000001023	
ENSGALG00000021511	419127
ENSGALG00000000944	417470
ENSGALG00000026537	100858454
ENSGALG00000011444	
ENSGALG00000011448	422629
ENSGALG00000001028	
ENSGALG00000027686	
ENSGALG00000027275	422630
ENSGALG00000023172	
ENSGALG00000001420	419128
ENSGALG00000001031	417471
ENSGALG00000001031	100858064
ENSGALG00000001042	417472
ENSGALG00000001042	100857937
ENSGALG00000019003	422632
ENSGALG00000011454	428757
ENSGALG00000001492	
ENSGALG00000011455	422633
ENSGALG00000025948	100858750
ENSGALG00000011457	422634
ENSGALG00000001522	
ENSGALG00000001536	
ENSGALG00000027956	
ENSGALG00000001556	768833
ENSGALG00000001556	100858376
ENSGALG00000027362	419133
ENSGALG00000027362	100858210
ENSGALG00000011476	422635
ENSGALG00000001049	395764
ENSGALG00000023164	
ENSGALG00000029043	404269
ENSGALG00000001627	419134
ENSGALG00000001627	100858298
ENSGALG00000001627	100859021
ENSGALG00000001056	417473
ENSGALG00000011487	422636
ENSGALG00000027872	422637
ENSGALG00000011499	422638
ENSGALG00000026762	770708
ENSGALG00000001550	428133
ENSGALG00000001550	100858247
ENSGALG00000027416	768833
ENSGALG00000027416	100858376
ENSGALG00000001568	419133
ENSGALG00000001568	100858210
ENSGALG00000001071	396441
ENSGALG00000001754	419137
ENSGALG00000001754	100858467
ENSGALG00000027834	
ENSGALG00000026151	419138
ENSGALG00000001694	
ENSGALG00000001076	373922
ENSGALG00000011506	422639
ENSGALG00000028193	770762
ENSGALG00000011524	
ENSGALG00000001095	417476
ENSGALG00000001095	100857648
ENSGALG00000001710	100858154
ENSGALG00000027989	417477
ENSGALG00000027989	100858362
ENSGALG00000001110	417478
ENSGALG00000001110	100858466
ENSGALG00000027877	
ENSGALG00000025874	
ENSGALG00000027971	100859793
ENSGALG00000011529	422641
ENSGALG00000001122	417479
ENSGALG00000013295	100859056
ENSGALG00000028734	430442
ENSGALG00000001130	417480
ENSGALG00000013303	426008
ENSGALG00000027811	100857923
ENSGALG00000022430	100858604
ENSGALG00000013305	426009
ENSGALG00000026345	426010
ENSGALG00000025965	
ENSGALG00000026540	
ENSGALG00000013417	426086
ENSGALG00000013419	426087
ENSGALG00000011543	422642
ENSGALG00000013423	426088
ENSGALG00000011551	374117
ENSGALG00000011553	422644
ENSGALG00000011564	422645
ENSGALG00000019283	772271
ENSGALG00000011568	422646
ENSGALG00000011573	422647
ENSGALG00000001153	417481
ENSGALG00000013433	426089
ENSGALG00000001724	
ENSGALG00000013439	426090
ENSGALG00000026273	
ENSGALG00000026114	396477
ENSGALG00000027206	100859027
ENSGALG00000001775	
ENSGALG00000028501	422648
ENSGALG00000028350	
ENSGALG00000011604	422649
ENSGALG00000001166	417483
ENSGALG00000020182	771121
ENSGALG00000011612	395696
ENSGALG00000026883	100859114
ENSGALG00000011616	428759
ENSGALG00000011623	428760
ENSGALG00000026004	
ENSGALG00000011626	422650
ENSGALG00000001174	417484
ENSGALG00000001786	374249
ENSGALG00000001786	100858257
ENSGALG00000001786	100858631
ENSGALG00000027856	100859111
ENSGALG00000001799	419139
ENSGALG00000001189	417485
ENSGALG00000021665	417486
ENSGALG00000011642	422651
ENSGALG00000020180	396197
ENSGALG00000024014	769474
ENSGALG00000001811	419140
ENSGALG00000024007	
ENSGALG00000001884	419141
ENSGALG00000011658	422652
ENSGALG00000002030	
ENSGALG00000011664	422653
ENSGALG00000026634	100859485
ENSGALG00000011668	395872
ENSGALG00000026098	396495
ENSGALG00000024484	422654
ENSGALG00000011680	395997
ENSGALG00000011683	395922
ENSGALG00000001263	
ENSGALG00000011684	428761
ENSGALG00000011762	422655
ENSGALG00000026134	
ENSGALG00000027120	771454
ENSGALG00000001903	419142
ENSGALG00000011792	428763
ENSGALG00000011795	422656
ENSGALG00000011805	
ENSGALG00000001913	419143
ENSGALG00000001919	
ENSGALG00000001957	419145
ENSGALG00000021455	419147
ENSGALG00000002045	395295
ENSGALG00000002054	
ENSGALG00000025914	
ENSGALG00000001313	100859865
ENSGALG00000027604	
ENSGALG00000002083	419149
ENSGALG00000002095	419150
ENSGALG00000001363	417491
ENSGALG00000001363	100857691
ENSGALG00000001363	100857761
ENSGALG00000002968	419152
ENSGALG00000003042	419153
ENSGALG00000003045	396142
ENSGALG00000023122	422661
ENSGALG00000003065	419154
ENSGALG00000023120	395227
ENSGALG00000003096	419155
ENSGALG00000026824	426448
ENSGALG00000011812	422662
ENSGALG00000011823	395166
ENSGALG00000003106	419156
ENSGALG00000003128	770034
ENSGALG00000003147	428134
ENSGALG00000007229	422092
ENSGALG00000001387	
ENSGALG00000003157	395279
ENSGALG00000003281	428135
ENSGALG00000003362	419158
ENSGALG00000001410	417493
ENSGALG00000011831	422663
ENSGALG00000011833	395583
ENSGALG00000011833	422665
ENSGALG00000011834	422666
ENSGALG00000011835	396413
ENSGALG00000011837	422667
ENSGALG00000026741	422668
ENSGALG00000011844	554218
ENSGALG00000011849	373958
ENSGALG00000001441	770961
ENSGALG00000001467	417494
ENSGALG00000011862	422669
ENSGALG00000011869	
ENSGALG00000011875	374153
ENSGALG00000011880	771481
ENSGALG00000003409	419159
ENSGALG00000001479	417495
ENSGALG00000001546	
ENSGALG00000003488	
ENSGALG00000003494	
ENSGALG00000011881	
ENSGALG00000003503	396258
ENSGALG00000011884	619530
ENSGALG00000003523	419165
ENSGALG00000011885	428767
ENSGALG00000003537	419166
ENSGALG00000011890	422671
ENSGALG00000011961	
ENSGALG00000001564	395707
ENSGALG00000011962	422672
ENSGALG00000011963	
ENSGALG00000011967	422675
ENSGALG00000001573	395190
ENSGALG00000001617	771003
ENSGALG00000003541	419167
ENSGALG00000003550	419168
ENSGALG00000011974	422676
ENSGALG00000003559	419169
ENSGALG00000011982	422677
ENSGALG00000011986	422678
ENSGALG00000003568	419170
ENSGALG00000011990	
ENSGALG00000011991	422682
ENSGALG00000011994	428768
ENSGALG00000003097	425103
ENSGALG00000011998	422683
ENSGALG00000003658	419172
ENSGALG00000012000	422684
ENSGALG00000001649	417498
ENSGALG00000012004	422685
ENSGALG00000001630	417499
ENSGALG00000012010	428769
ENSGALG00000001654	395538
ENSGALG00000012015	422686
ENSGALG00000012018	374033
ENSGALG00000012019	422687
ENSGALG00000012036	422688
ENSGALG00000012044	422689
ENSGALG00000001666	417500
ENSGALG00000001719	417501
ENSGALG00000003670	
ENSGALG00000003681	396004
ENSGALG00000003750	419175
ENSGALG00000027603	419176
ENSGALG00000025916	428137
ENSGALG00000003815	419177
ENSGALG00000003842	419178
ENSGALG00000003847	428138
ENSGALG00000003850	
ENSGALG00000001737	395930
ENSGALG00000003855	396442
ENSGALG00000027458	
ENSGALG00000027126	100857695
ENSGALG00000003909	419179
ENSGALG00000021653	417503
ENSGALG00000001785	417505
ENSGALG00000001793	417506
ENSGALG00000023939	417507
ENSGALG00000001807	396358
ENSGALG00000003921	419180
ENSGALG00000021357	419181
ENSGALG00000029089	419182
ENSGALG00000012048	422690
ENSGALG00000003929	419183
ENSGALG00000012068	428770
ENSGALG00000012074	100858173
ENSGALG00000012076	422692
ENSGALG00000028807	422693
ENSGALG00000003932	419184
ENSGALG00000026881	395862
ENSGALG00000003952	419185
ENSGALG00000012108	428771
ENSGALG00000012131	428772
ENSGALG00000012155	408035
ENSGALG00000021636	
ENSGALG00000004028	
ENSGALG00000026627	422696
ENSGALG00000012181	771805
ENSGALG00000020164	422697
ENSGALG00000012126	428773
ENSGALG00000001828	
ENSGALG00000004074	770173
ENSGALG00000004098	419187
ENSGALG00000004110	419188
ENSGALG00000001833	417508
ENSGALG00000012185	772082
ENSGALG00000001837	417509
ENSGALG00000001844	417510
ENSGALG00000001852	
ENSGALG00000004123	419189
ENSGALG00000012186	395477
ENSGALG00000012196	422698
ENSGALG00000012211	422699
ENSGALG00000027939	100857112
ENSGALG00000027939	100857325
ENSGALG00000012216	396030
ENSGALG00000012219	395101
ENSGALG00000001861	
ENSGALG00000012222	422701
ENSGALG00000001876	417513
ENSGALG00000012227	422702
ENSGALG00000028828	422703
ENSGALG00000004143	419190
ENSGALG00000004146	428142
ENSGALG00000023846	
ENSGALG00000004149	
ENSGALG00000004154	419192
ENSGALG00000004170	419194
ENSGALG00000004220	419196
ENSGALG00000012239	422704
ENSGALG00000004244	419197
ENSGALG00000001885	417514
ENSGALG00000004285	419198
ENSGALG00000012245	422705
ENSGALG00000004298	100858089
ENSGALG00000026285	419200
